6391161,11904260535,"2019-04-26 17:48:00",4,black
6391160,11904260534,"2019-04-26 17:46:00",8,grey
6391159,11904260533,"2019-04-26 17:44:00",4,black
6391158,11904260532,"2019-04-26 17:42:00",10,black
6391157,11904260531,"2019-04-26 17:40:00",17,grey
6391156,11904260530,"2019-04-26 17:38:00",8,grey
6391155,11904260529,"2019-04-26 17:36:00",0,white
6391154,11904260528,"2019-04-26 17:34:00",13,black
6391153,11904260527,"2019-04-26 17:32:00",3,red
6391152,11904260526,"2019-04-26 17:30:00",9,red
6391151,11904260525,"2019-04-26 17:28:00",1,black
6391150,11904260524,"2019-04-26 17:26:00",1,black
6391149,11904260523,"2019-04-26 17:24:00",3,red
6391148,11904260522,"2019-04-26 17:22:00",0,white
6391147,11904260521,"2019-04-26 17:20:00",11,grey
6391146,11904260520,"2019-04-26 17:18:00",10,black
6391145,11904260519,"2019-04-26 17:16:00",13,black
6391144,11904260518,"2019-04-26 17:14:00",15,red
6391143,11904260517,"2019-04-26 17:12:00",12,red
6391142,11904260516,"2019-04-26 17:10:00",15,red
6391141,11904260515,"2019-04-26 17:08:00",10,black
6391140,11904260514,"2019-04-26 17:06:00",0,white
6391139,11904260513,"2019-04-26 17:04:00",18,red
6391138,11904260512,"2019-04-26 17:02:00",5,grey
6391137,11904260511,"2019-04-26 17:00:00",1,black
6391136,11904260510,"2019-04-26 16:58:00",14,grey
6391135,11904260509,"2019-04-26 16:56:00",8,grey
6391134,11904260508,"2019-04-26 16:54:00",13,black
6391133,11904260507,"2019-04-26 16:52:00",13,black
6391132,11904260506,"2019-04-26 16:50:00",0,white
6391131,11904260505,"2019-04-26 16:48:00",10,black
6391130,11904260504,"2019-04-26 16:46:00",4,black
6391129,11904260503,"2019-04-26 16:44:00",4,black
6391128,11904260502,"2019-04-26 16:42:00",15,red
6391127,11904260501,"2019-04-26 16:40:00",14,grey
6391126,11904260500,"2019-04-26 16:38:00",3,red
6391125,11904260499,"2019-04-26 16:36:00",18,red
6391124,11904260498,"2019-04-26 16:34:00",16,black
6391123,11904260497,"2019-04-26 16:32:00",17,grey
6391122,11904260496,"2019-04-26 16:30:00",11,grey
6391121,11904260495,"2019-04-26 16:28:00",11,grey
6391120,11904260494,"2019-04-26 16:26:00",16,black
6391119,11904260493,"2019-04-26 16:24:00",6,red
6391118,11904260492,"2019-04-26 16:22:00",0,white
6391117,11904260491,"2019-04-26 16:20:00",6,red
6391116,11904260490,"2019-04-26 16:18:00",8,grey
6391115,11904260489,"2019-04-26 16:16:00",4,black
6391114,11904260488,"2019-04-26 16:14:00",18,red
6391113,11904260487,"2019-04-26 16:12:00",8,grey
6391112,11904260486,"2019-04-26 16:10:00",3,red
6391111,11904260485,"2019-04-26 16:08:00",13,black
6391110,11904260484,"2019-04-26 16:06:00",10,black
6391109,11904260483,"2019-04-26 16:04:00",8,grey
6391108,11904260482,"2019-04-26 16:02:00",18,red
6391107,11904260481,"2019-04-26 16:00:00",2,grey
6391106,11904260480,"2019-04-26 15:58:00",13,black
6391105,11904260479,"2019-04-26 15:56:00",1,black
6391104,11904260478,"2019-04-26 15:54:00",3,red
6391103,11904260477,"2019-04-26 15:52:00",2,grey
6391102,11904260476,"2019-04-26 15:50:00",1,black
6391101,11904260475,"2019-04-26 15:48:00",9,red
6391100,11904260474,"2019-04-26 15:46:00",13,black
6391099,11904260473,"2019-04-26 15:44:00",1,black
6391098,11904260472,"2019-04-26 15:42:00",7,black
6391097,11904260471,"2019-04-26 15:40:00",6,red
6391096,11904260470,"2019-04-26 15:38:00",2,grey
6391095,11904260469,"2019-04-26 15:36:00",6,red
6391094,11904260468,"2019-04-26 15:34:00",17,grey
6391093,11904260467,"2019-04-26 15:32:00",12,red
6391092,11904260466,"2019-04-26 15:30:00",13,black
6391091,11904260465,"2019-04-26 15:28:00",7,black
6391090,11904260464,"2019-04-26 15:26:00",14,grey
6391089,11904260463,"2019-04-26 15:24:00",0,white
6391088,11904260462,"2019-04-26 15:22:00",6,red
6391087,11904260461,"2019-04-26 15:20:00",13,black
6391086,11904260460,"2019-04-26 15:18:00",4,black
6391085,11904260459,"2019-04-26 15:16:00",12,red
6391084,11904260458,"2019-04-26 15:14:00",3,red
6391083,11904260457,"2019-04-26 15:12:00",3,red
6391082,11904260456,"2019-04-26 15:10:00",16,black
6391081,11904260455,"2019-04-26 15:08:00",13,black
6391080,11904260454,"2019-04-26 15:06:00",3,red
6391079,11904260453,"2019-04-26 15:04:00",15,red
6391078,11904260452,"2019-04-26 15:02:00",4,black
6391077,11904260451,"2019-04-26 15:00:00",10,black
6391076,11904260450,"2019-04-26 14:58:00",3,red
6391075,11904260449,"2019-04-26 14:56:00",13,black
6391074,11904260448,"2019-04-26 14:54:00",1,black
6391073,11904260447,"2019-04-26 14:52:00",15,red
6391072,11904260446,"2019-04-26 14:50:00",8,grey
6391071,11904260445,"2019-04-26 14:48:00",0,white
6391070,11904260444,"2019-04-26 14:46:00",11,grey
6391069,11904260443,"2019-04-26 14:44:00",14,grey
6391068,11904260442,"2019-04-26 14:42:00",9,red
6391067,11904260441,"2019-04-26 14:40:00",1,black
6391066,11904260440,"2019-04-26 14:38:00",11,grey
6391065,11904260439,"2019-04-26 14:36:00",14,grey
6391064,11904260438,"2019-04-26 14:34:00",10,black
6391063,11904260437,"2019-04-26 14:32:00",16,black
6391062,11904260436,"2019-04-26 14:30:00",7,black
6391061,11904260435,"2019-04-26 14:28:00",6,red
6391060,11904260434,"2019-04-26 14:26:00",9,red
6391059,11904260433,"2019-04-26 14:24:00",0,white
6391058,11904260432,"2019-04-26 14:22:00",18,red
6391057,11904260431,"2019-04-26 14:20:00",10,black
6391056,11904260430,"2019-04-26 14:18:00",16,black
6391055,11904260429,"2019-04-26 14:16:00",10,black
6391054,11904260428,"2019-04-26 14:14:00",0,white
6391053,11904260427,"2019-04-26 14:12:00",11,grey
6391052,11904260426,"2019-04-26 14:10:00",18,red
6391051,11904260425,"2019-04-26 14:08:00",12,red
6391050,11904260424,"2019-04-26 14:06:00",15,red
6391049,11904260423,"2019-04-26 14:04:00",17,grey
6391048,11904260422,"2019-04-26 14:02:00",3,red
6391047,11904260421,"2019-04-26 14:00:00",4,black
6391046,11904260420,"2019-04-26 13:58:00",14,grey
6391045,11904260419,"2019-04-26 13:56:00",18,red
6391044,11904260418,"2019-04-26 13:54:00",17,grey
6391043,11904260417,"2019-04-26 13:52:00",5,grey
6391042,11904260416,"2019-04-26 13:50:00",13,black
6391041,11904260415,"2019-04-26 13:48:00",13,black
6391040,11904260414,"2019-04-26 13:46:00",12,red
6391039,11904260413,"2019-04-26 13:44:00",9,red
6391038,11904260412,"2019-04-26 13:42:00",18,red
6391037,11904260411,"2019-04-26 13:40:00",1,black
6391036,11904260410,"2019-04-26 13:38:00",6,red
6391035,11904260409,"2019-04-26 13:36:00",3,red
6391034,11904260408,"2019-04-26 13:34:00",15,red
6391033,11904260407,"2019-04-26 13:32:00",13,black
6391032,11904260406,"2019-04-26 13:30:00",17,grey
6391031,11904260405,"2019-04-26 13:28:00",7,black
6391030,11904260404,"2019-04-26 13:26:00",7,black
6391029,11904260403,"2019-04-26 13:24:00",15,red
6391028,11904260402,"2019-04-26 13:22:00",18,red
6391027,11904260401,"2019-04-26 13:20:00",18,red
6391026,11904260400,"2019-04-26 13:18:00",18,red
6391025,11904260399,"2019-04-26 13:16:00",3,red
6391024,11904260398,"2019-04-26 13:14:00",7,black
6391023,11904260397,"2019-04-26 13:12:00",11,grey
6391022,11904260396,"2019-04-26 13:10:00",8,grey
6391021,11904260395,"2019-04-26 13:08:00",16,black
6391020,11904260394,"2019-04-26 13:06:00",14,grey
6391019,11904260393,"2019-04-26 13:04:00",4,black
6391018,11904260392,"2019-04-26 13:02:00",13,black
6391017,11904260391,"2019-04-26 13:00:00",11,grey
6391016,11904260390,"2019-04-26 12:58:00",14,grey
6391015,11904260389,"2019-04-26 12:56:00",7,black
6391014,11904260388,"2019-04-26 12:54:00",18,red
6391013,11904260387,"2019-04-26 12:52:00",18,red
6391012,11904260386,"2019-04-26 12:50:00",5,grey
6391011,11904260385,"2019-04-26 12:48:00",14,grey
6391010,11904260384,"2019-04-26 12:46:00",9,red
6391009,11904260383,"2019-04-26 12:44:00",12,red
6391008,11904260382,"2019-04-26 12:42:00",7,black
6391007,11904260381,"2019-04-26 12:40:00",0,white
6391006,11904260380,"2019-04-26 12:38:00",3,red
6391005,11904260379,"2019-04-26 12:36:00",8,grey
6391004,11904260378,"2019-04-26 12:34:00",18,red
6391003,11904260377,"2019-04-26 12:32:00",16,black
6391002,11904260376,"2019-04-26 12:30:00",12,red
6391001,11904260375,"2019-04-26 12:28:00",15,red
6391000,11904260374,"2019-04-26 12:26:00",17,grey
6390999,11904260373,"2019-04-26 12:24:00",11,grey
6390998,11904260372,"2019-04-26 12:22:00",11,grey
6390997,11904260371,"2019-04-26 12:20:00",15,red
6390996,11904260370,"2019-04-26 12:18:00",0,white
6390995,11904260369,"2019-04-26 12:16:00",7,black
6390994,11904260368,"2019-04-26 12:14:00",3,red
6390993,11904260367,"2019-04-26 12:12:00",16,black
6390992,11904260366,"2019-04-26 12:10:00",3,red
6390991,11904260365,"2019-04-26 12:08:00",17,grey
6390990,11904260364,"2019-04-26 12:06:00",11,grey
6390989,11904260363,"2019-04-26 12:04:00",10,black
6390988,11904260362,"2019-04-26 12:02:00",16,black
6390987,11904260361,"2019-04-26 12:00:00",3,red
6390986,11904260360,"2019-04-26 11:58:00",0,white
6390985,11904260359,"2019-04-26 11:56:00",15,red
6390984,11904260358,"2019-04-26 11:54:00",18,red
6390983,11904260357,"2019-04-26 11:52:00",17,grey
6390982,11904260356,"2019-04-26 11:50:00",4,black
6390981,11904260355,"2019-04-26 11:48:00",5,grey
6390980,11904260354,"2019-04-26 11:46:00",16,black
6390979,11904260353,"2019-04-26 11:44:00",5,grey
6390978,11904260352,"2019-04-26 11:42:00",13,black
6390977,11904260351,"2019-04-26 11:40:00",15,red
6390976,11904260350,"2019-04-26 11:38:00",13,black
6390975,11904260349,"2019-04-26 11:36:00",5,grey
6390974,11904260348,"2019-04-26 11:34:00",16,black
6390973,11904260347,"2019-04-26 11:32:00",0,white
6390972,11904260346,"2019-04-26 11:30:00",10,black
6390971,11904260345,"2019-04-26 11:28:00",15,red
6390970,11904260344,"2019-04-26 11:26:00",5,grey
6390969,11904260343,"2019-04-26 11:24:00",10,black
6390968,11904260342,"2019-04-26 11:22:00",16,black
6390967,11904260341,"2019-04-26 11:20:00",0,white
6390966,11904260340,"2019-04-26 11:18:00",14,grey
6390965,11904260339,"2019-04-26 11:16:00",16,black
6390964,11904260338,"2019-04-26 11:14:00",0,white
6390963,11904260337,"2019-04-26 11:12:00",12,red
6390962,11904260336,"2019-04-26 11:10:00",10,black
6390961,11904260335,"2019-04-26 11:08:00",13,black
6390960,11904260334,"2019-04-26 11:06:00",0,white
6390959,11904260333,"2019-04-26 11:04:00",15,red
6390958,11904260332,"2019-04-26 11:02:00",1,black
6390957,11904260331,"2019-04-26 11:00:00",0,white
6390956,11904260330,"2019-04-26 10:58:00",0,white
6390955,11904260329,"2019-04-26 10:56:00",16,black
6390954,11904260328,"2019-04-26 10:54:00",11,grey
6390953,11904260327,"2019-04-26 10:52:00",16,black
6390952,11904260326,"2019-04-26 10:50:00",10,black
6390951,11904260325,"2019-04-26 10:48:00",13,black
6390950,11904260324,"2019-04-26 10:46:00",9,red
6390949,11904260323,"2019-04-26 10:44:00",0,white
6390948,11904260322,"2019-04-26 10:42:00",6,red
6390947,11904260321,"2019-04-26 10:40:00",12,red
6390946,11904260320,"2019-04-26 10:38:00",17,grey
6390945,11904260319,"2019-04-26 10:36:00",4,black
6390944,11904260318,"2019-04-26 10:34:00",13,black
6390943,11904260317,"2019-04-26 10:32:00",10,black
6390942,11904260316,"2019-04-26 10:30:00",10,black
6390941,11904260315,"2019-04-26 10:28:00",2,grey
6390940,11904260314,"2019-04-26 10:26:00",10,black
6390939,11904260313,"2019-04-26 10:24:00",17,grey
6390938,11904260312,"2019-04-26 10:22:00",10,black
6390937,11904260311,"2019-04-26 10:20:00",1,black
6390936,11904260310,"2019-04-26 10:18:00",7,black
6390935,11904260309,"2019-04-26 10:16:00",12,red
6390934,11904260308,"2019-04-26 10:14:00",14,grey
6390933,11904260307,"2019-04-26 10:12:00",12,red
6390932,11904260306,"2019-04-26 10:10:00",5,grey
6390931,11904260305,"2019-04-26 10:08:00",9,red
6390930,11904260304,"2019-04-26 10:06:00",12,red
6390929,11904260303,"2019-04-26 10:04:00",16,black
6390928,11904260302,"2019-04-26 10:02:00",4,black
6390927,11904260301,"2019-04-26 10:00:00",18,red
6390926,11904260300,"2019-04-26 09:58:00",1,black
6390925,11904260299,"2019-04-26 09:56:00",1,black
6390924,11904260298,"2019-04-26 09:54:00",0,white
6390923,11904260297,"2019-04-26 09:52:00",13,black
6390922,11904260296,"2019-04-26 09:50:00",2,grey
6390921,11904260295,"2019-04-26 09:48:00",17,grey
6390920,11904260294,"2019-04-26 09:46:00",6,red
6390919,11904260293,"2019-04-26 09:44:00",11,grey
6390918,11904260292,"2019-04-26 09:42:00",5,grey
6390917,11904260291,"2019-04-26 09:40:00",14,grey
6390916,11904260290,"2019-04-26 09:38:00",0,white
6390915,11904260289,"2019-04-26 09:36:00",7,black
6390914,11904260288,"2019-04-26 09:34:00",2,grey
6390913,11904260287,"2019-04-26 09:32:00",17,grey
6390912,11904260286,"2019-04-26 09:30:00",2,grey
6390911,11904260285,"2019-04-26 09:28:00",14,grey
6390910,11904260284,"2019-04-26 09:26:00",4,black
6390909,11904260283,"2019-04-26 09:24:00",13,black
6390908,11904260282,"2019-04-26 09:22:00",13,black
6390907,11904260281,"2019-04-26 09:20:00",18,red
6390906,11904260280,"2019-04-26 09:18:00",7,black
6390905,11904260279,"2019-04-26 09:16:00",1,black
6390904,11904260278,"2019-04-26 09:14:00",16,black
6390903,11904260277,"2019-04-26 09:12:00",14,grey
6390902,11904260276,"2019-04-26 09:10:00",9,red
6390901,11904260275,"2019-04-26 09:08:00",7,black
6390900,11904260274,"2019-04-26 09:06:00",18,red
6390899,11904260273,"2019-04-26 09:04:00",1,black
6390898,11904260272,"2019-04-26 09:02:00",12,red
6390897,11904260271,"2019-04-26 09:00:00",2,grey
6390896,11904260270,"2019-04-26 08:58:00",12,red
6390895,11904260269,"2019-04-26 08:56:00",6,red
6390894,11904260268,"2019-04-26 08:54:00",3,red
6390893,11904260267,"2019-04-26 08:52:00",1,black
6390892,11904260266,"2019-04-26 08:50:00",16,black
6390891,11904260265,"2019-04-26 08:48:00",15,red
6390890,11904260264,"2019-04-26 08:46:00",5,grey
6390889,11904260263,"2019-04-26 08:44:00",14,grey
6390888,11904260262,"2019-04-26 08:42:00",5,grey
6390887,11904260261,"2019-04-26 08:40:00",3,red
6390886,11904260260,"2019-04-26 08:38:00",16,black
6390885,11904260259,"2019-04-26 08:36:00",2,grey
6390884,11904260258,"2019-04-26 08:34:00",7,black
6390883,11904260257,"2019-04-26 08:32:00",16,black
6390882,11904260256,"2019-04-26 08:30:00",16,black
6390881,11904260255,"2019-04-26 08:28:00",0,white
6390880,11904260254,"2019-04-26 08:26:00",10,black
6390879,11904260253,"2019-04-26 08:24:00",17,grey
6390878,11904260252,"2019-04-26 08:22:00",0,white
6390877,11904260251,"2019-04-26 08:20:00",11,grey
6390876,11904260250,"2019-04-26 08:18:00",18,red
6390875,11904260249,"2019-04-26 08:16:00",18,red
6390874,11904260248,"2019-04-26 08:14:00",1,black
6390873,11904260247,"2019-04-26 08:12:00",12,red
6390872,11904260246,"2019-04-26 08:10:00",0,white
6390871,11904260245,"2019-04-26 08:08:00",13,black
6390870,11904260244,"2019-04-26 08:06:00",6,red
6390869,11904260243,"2019-04-26 08:04:00",6,red
6390868,11904260242,"2019-04-26 08:02:00",2,grey
6390867,11904260241,"2019-04-26 08:00:00",1,black
6390866,11904260240,"2019-04-26 07:58:00",9,red
6390865,11904260239,"2019-04-26 07:56:00",2,grey
6390864,11904260238,"2019-04-26 07:54:00",12,red
6390863,11904260237,"2019-04-26 07:52:00",6,red
6390862,11904260236,"2019-04-26 07:50:00",8,grey
6390861,11904260235,"2019-04-26 07:48:00",14,grey
6390860,11904260234,"2019-04-26 07:46:00",6,red
6390859,11904260233,"2019-04-26 07:44:00",7,black
6390858,11904260232,"2019-04-26 07:42:00",11,grey
6390857,11904260231,"2019-04-26 07:40:00",16,black
6390856,11904260230,"2019-04-26 07:38:00",17,grey
6390855,11904260229,"2019-04-26 07:36:00",6,red
6390854,11904260228,"2019-04-26 07:34:00",2,grey
6390853,11904260227,"2019-04-26 07:32:00",18,red
6390852,11904260226,"2019-04-26 07:30:00",17,grey
6390851,11904260225,"2019-04-26 07:28:00",7,black
6390850,11904260224,"2019-04-26 07:26:00",13,black
6390849,11904260223,"2019-04-26 07:24:00",5,grey
6390848,11904260222,"2019-04-26 07:22:00",13,black
6390847,11904260221,"2019-04-26 07:20:00",14,grey
6390846,11904260220,"2019-04-26 07:18:00",13,black
6390845,11904260219,"2019-04-26 07:16:00",7,black
6390844,11904260218,"2019-04-26 07:14:00",6,red
6390843,11904260217,"2019-04-26 07:12:00",17,grey
6390842,11904260216,"2019-04-26 07:10:00",7,black
6390841,11904260215,"2019-04-26 07:08:00",5,grey
6390840,11904260214,"2019-04-26 07:06:00",9,red
6390839,11904260213,"2019-04-26 07:04:00",17,grey
6390838,11904260212,"2019-04-26 07:02:00",8,grey
6390837,11904260211,"2019-04-26 07:00:00",17,grey
6390836,11904260210,"2019-04-26 06:58:00",13,black
6390835,11904260209,"2019-04-26 06:56:00",13,black
6390834,11904260208,"2019-04-26 06:54:00",16,black
6390833,11904260207,"2019-04-26 06:52:00",16,black
6390832,11904260206,"2019-04-26 06:50:00",14,grey
6390831,11904260205,"2019-04-26 06:48:00",8,grey
6390830,11904260204,"2019-04-26 06:46:00",14,grey
6390829,11904260203,"2019-04-26 06:44:00",6,red
6390828,11904260202,"2019-04-26 06:42:00",6,red
6390827,11904260201,"2019-04-26 06:40:00",12,red
6390826,11904260200,"2019-04-26 06:38:00",8,grey
6390825,11904260199,"2019-04-26 06:36:00",18,red
6390824,11904260198,"2019-04-26 06:34:00",0,white
6390823,11904260197,"2019-04-26 06:32:00",0,white
6390822,11904260196,"2019-04-26 06:30:00",11,grey
6390821,11904260195,"2019-04-26 06:28:00",13,black
6390820,11904260194,"2019-04-26 06:26:00",1,black
6390819,11904260193,"2019-04-26 06:24:00",5,grey
6390818,11904260192,"2019-04-26 06:22:00",3,red
6390817,11904260191,"2019-04-26 06:20:00",13,black
6390816,11904260190,"2019-04-26 06:18:00",12,red
6390815,11904260189,"2019-04-26 06:16:00",6,red
6390814,11904260188,"2019-04-26 06:14:00",0,white
6390813,11904260187,"2019-04-26 06:12:00",11,grey
6390812,11904260186,"2019-04-26 06:10:00",0,white
6390811,11904260185,"2019-04-26 06:08:00",13,black
6390810,11904260184,"2019-04-26 06:06:00",9,red
6390809,11904260183,"2019-04-26 06:04:00",14,grey
6390808,11904260182,"2019-04-26 06:02:00",7,black
6390807,11904260181,"2019-04-26 06:00:00",18,red
6390806,11904260180,"2019-04-26 05:58:00",11,grey
6390805,11904260179,"2019-04-26 05:56:00",4,black
6390804,11904260178,"2019-04-26 05:54:00",1,black
6390803,11904260177,"2019-04-26 05:52:00",17,grey
6390802,11904260176,"2019-04-26 05:50:00",7,black
6390801,11904260175,"2019-04-26 05:48:00",10,black
6390800,11904260174,"2019-04-26 05:46:00",10,black
6390799,11904260173,"2019-04-26 05:44:00",11,grey
6390798,11904260172,"2019-04-26 05:42:00",0,white
6390797,11904260171,"2019-04-26 05:40:00",16,black
6390796,11904260170,"2019-04-26 05:38:00",1,black
6390795,11904260169,"2019-04-26 05:36:00",5,grey
6390794,11904260168,"2019-04-26 05:34:00",4,black
6390793,11904260167,"2019-04-26 05:32:00",15,red
6390792,11904260166,"2019-04-26 05:30:00",9,red
6390791,11904260165,"2019-04-26 05:28:00",2,grey
6390790,11904260164,"2019-04-26 05:26:00",11,grey
6390789,11904260163,"2019-04-26 05:24:00",5,grey
6390788,11904260162,"2019-04-26 05:22:00",12,red
6390787,11904260161,"2019-04-26 05:20:00",0,white
6390786,11904260160,"2019-04-26 05:18:00",17,grey
6390785,11904260159,"2019-04-26 05:16:00",6,red
6390784,11904260158,"2019-04-26 05:14:00",9,red
6390783,11904260157,"2019-04-26 05:12:00",18,red
6390782,11904260156,"2019-04-26 05:10:00",2,grey
6390781,11904260155,"2019-04-26 05:08:00",2,grey
6390780,11904260154,"2019-04-26 05:06:00",14,grey
6390779,11904260153,"2019-04-26 05:04:00",1,black
6390778,11904260152,"2019-04-26 05:02:00",13,black
6390777,11904260151,"2019-04-26 05:00:00",3,red
6390776,11904260150,"2019-04-26 04:58:00",7,black
6390775,11904260149,"2019-04-26 04:56:00",12,red
6390774,11904260148,"2019-04-26 04:54:00",3,red
6390773,11904260147,"2019-04-26 04:52:00",9,red
6390772,11904260146,"2019-04-26 04:50:00",6,red
6390771,11904260145,"2019-04-26 04:48:00",7,black
6390770,11904260144,"2019-04-26 04:46:00",1,black
6390769,11904260143,"2019-04-26 04:44:00",7,black
6390768,11904260142,"2019-04-26 04:42:00",7,black
6390767,11904260141,"2019-04-26 04:40:00",4,black
6390766,11904260140,"2019-04-26 04:38:00",14,grey
6390765,11904260139,"2019-04-26 04:36:00",7,black
6390764,11904260138,"2019-04-26 04:34:00",4,black
6390763,11904260137,"2019-04-26 04:32:00",8,grey
6390762,11904260136,"2019-04-26 04:30:00",6,red
6390761,11904260135,"2019-04-26 04:28:00",4,black
6390760,11904260134,"2019-04-26 04:26:00",8,grey
6390759,11904260133,"2019-04-26 04:24:00",3,red
6390758,11904260132,"2019-04-26 04:22:00",18,red
6390757,11904260131,"2019-04-26 04:20:00",11,grey
6390756,11904260130,"2019-04-26 04:18:00",8,grey
6390755,11904260129,"2019-04-26 04:16:00",0,white
6390754,11904260128,"2019-04-26 04:14:00",12,red
6390753,11904260127,"2019-04-26 04:12:00",15,red
6390752,11904260126,"2019-04-26 04:10:00",14,grey
6390751,11904260125,"2019-04-26 04:08:00",17,grey
6390750,11904260124,"2019-04-26 04:06:00",6,red
6390749,11904260123,"2019-04-26 04:04:00",10,black
6390748,11904260122,"2019-04-26 04:02:00",18,red
6390747,11904260121,"2019-04-26 04:00:00",0,white
6390746,11904260120,"2019-04-26 03:58:00",13,black
6390745,11904260119,"2019-04-26 03:56:00",15,red
6390744,11904260118,"2019-04-26 03:54:00",2,grey
6390743,11904260117,"2019-04-26 03:52:00",0,white
6390742,11904260116,"2019-04-26 03:50:00",2,grey
6390741,11904260115,"2019-04-26 03:48:00",5,grey
